citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Harrison ED, Hulme JA, Fox CL (2022) A thematic analysis of students' perceptions and experiences of bullying in UK higher education. European Journal of Psychology 18(1): 53-69.",10.5964/ejop.3669,https://pmc.ncbi.nlm.nih.gov/articles/PMC8895698/,UK university students' experiences and perceptions of bullying,Methods of bullying and tactics used,"Includes sexual harassment, active exclusion and isolating, online/cyber bullying, controlling and mind games, and verbal and jokes."
"Harrison ED, Hulme JA, Fox CL (2022) A thematic analysis of students' perceptions and experiences of bullying in UK higher education. European Journal of Psychology 18(1): 53-69.",10.5964/ejop.3669,https://pmc.ncbi.nlm.nih.gov/articles/PMC8895698/,UK university students' experiences and perceptions of bullying,Justification and minimisation for involvement in bullying,"Students minimise and justify bullying through relabeling and avoid intervention due to uncertainty or perceived lack of responsibility."
"Falvo I, Caiata Zufferey M, Albanese E, Fadda M (2021) Lived experiences of older adults during the first COVID-19 lockdown: A qualitative study. PLOS ONE 16(6): e0252101.",10.1371/journal.pone.0252101,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252101,Older adults' experiences during COVID-19 lockdown in Switzerland,Impact on the individual level: Between fear of going out and a feeling of reclusion,"The measures imposed by authorities generated a tension between opposite feelings. While participants feared leaving their house, they felt a strong sense of reclusion and isolation."
"Falvo I, Caiata Zufferey M, Albanese E, Fadda M (2021) Lived experiences of older adults during the first COVID-19 lockdown: A qualitative study. PLOS ONE 16(6): e0252101.",10.1371/journal.pone.0252101,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252101,Older adults' experiences during COVID-19 lockdown in Switzerland,Impact on the micro-social level: The dual role of the other,"Participants referred to a dual role of the other. Strangers not respecting COVID-19 prevention measures were perceived as doing the elders wrong, while younger people were also perceived as a source of protection."
"Falvo I, Caiata Zufferey M, Albanese E, Fadda M (2021) Lived experiences of older adults during the first COVID-19 lockdown: A qualitative study. PLOS ONE 16(6): e0252101.",10.1371/journal.pone.0252101,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252101,Older adults' experiences during COVID-19 lockdown in Switzerland,Impact on the meso-social level: Between protection and stigmatization,"Two opposite representations of the elders: on the one side, the vulnerable, while on the other side, the lepers that may expose others."
"Falvo I, Caiata Zufferey M, Albanese E, Fadda M (2021) Lived experiences of older adults during the first COVID-19 lockdown: A qualitative study. PLOS ONE 16(6): e0252101.",10.1371/journal.pone.0252101,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252101,Older adults' experiences during COVID-19 lockdown in Switzerland,Impact on the macro-social level: Gestation of a new world,"The majority replied that they were afraid that the post-COVID-19 world would be significantly different and that relationships will never be the same."
"Goll JC, Charlesworth G, Scior K, Stott J (2015) Barriers to social participation among lonely older adults: The influence of social fears and identity. PLOS ONE 10(2): e0116664.",10.1371/journal.pone.0116664,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338142/,Psychological barriers to social participation in lonely older adults,Illness and disability,"Almost all participants said that their illnesses and disabilities led to a range of practical issues that made social participation challenging."
"Goll JC, Charlesworth G, Scior K, Stott J (2015) Barriers to social participation among lonely older adults: The influence of social fears and identity. PLOS ONE 10(2): e0116664.",10.1371/journal.pone.0116664,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338142/,Psychological barriers to social participation in lonely older adults,Loss of friends and family,"Around two thirds of participants related their low interaction levels to the absence of old friends and neighbours who had died."
"Goll JC, Charlesworth G, Scior K, Stott J (2015) Barriers to social participation among lonely older adults: The influence of social fears and identity. PLOS ONE 10(2): e0116664.",10.1371/journal.pone.0116664,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338142/,Psychological barriers to social participation in lonely older adults,Fear of rejection,"Around half of the participants, and particularly women, feared various forms of rejection by social groups."
"Goll JC, Charlesworth G, Scior K, Stott J (2015) Barriers to social participation among lonely older adults: The influence of social fears and identity. PLOS ONE 10(2): e0116664.",10.1371/journal.pone.0116664,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338142/,Psychological barriers to social participation in lonely older adults,Fear of losing independent identity,"Almost all participants emphasised independence as a valued and honourable aspect of their identities."
"Goll JC, Charlesworth G, Scior K, Stott J (2015) Barriers to social participation among lonely older adults: The influence of social fears and identity. PLOS ONE 10(2): e0116664.",10.1371/journal.pone.0116664,https://pmc.ncbi.nlm.nih.gov/articles/PMC4338142/,Psychological barriers to social participation in lonely older adults,Fear of losing youthful identity,"Around two thirds of participants characterised old people in very negative terms."
"Martinelli TF, Roeg DPK, Bellaert L, Van de Mheen D, Nagelhout GE (2023) Understanding the Process of Drug Addiction Recovery Through First-Hand Experiences: A Qualitative Study in the Netherlands Using Lifeline Interviews. Qualitative Health Research 33(10): 857-870.",10.1177/10497323231174161,https://pmc.ncbi.nlm.nih.gov/articles/PMC10426251/,Drug addiction recovery processes across different stages,Recovery Is a Broad Process of Change Because Addiction Is Interwoven With Everything,"Participants described processes in which they discovered that their addiction was connected to all other aspects of their life, not just their drug use."
"Martinelli TF, Roeg DPK, Bellaert L, Van de Mheen D, Nagelhout GE (2023) Understanding the Process of Drug Addiction Recovery Through First-Hand Experiences: A Qualitative Study in the Netherlands Using Lifeline Interviews. Qualitative Health Research 33(10): 857-870.",10.1177/10497323231174161,https://pmc.ncbi.nlm.nih.gov/articles/PMC10426251/,Drug addiction recovery processes across different stages,"Recovery Is Reconsidering Identity, Seeing Things in a New Light","Many participants would describe how they saw themselves and their current and past behavior in a new light after initiating recovery."
"Martinelli TF, Roeg DPK, Bellaert L, Van de Mheen D, Nagelhout GE (2023) Understanding the Process of Drug Addiction Recovery Through First-Hand Experiences: A Qualitative Study in the Netherlands Using Lifeline Interviews. Qualitative Health Research 33(10): 857-870.",10.1177/10497323231174161,https://pmc.ncbi.nlm.nih.gov/articles/PMC10426251/,Drug addiction recovery processes across different stages,Recovery Is a Staged Long-Term Process,"Multiple experiences from participants that indicate that certain addiction recovery processes can span over several years."
"Martinelli TF, Roeg DPK, Bellaert L, Van de Mheen D, Nagelhout GE (2023) Understanding the Process of Drug Addiction Recovery Through First-Hand Experiences: A Qualitative Study in the Netherlands Using Lifeline Interviews. Qualitative Health Research 33(10): 857-870.",10.1177/10497323231174161,https://pmc.ncbi.nlm.nih.gov/articles/PMC10426251/,Drug addiction recovery processes across different stages,Universal Life Processes Are Part of Recovery,"Participants dealt with a variety of life events; participants described recovery processes that can be interpreted as universal or normal developmental processes."
"Cowley ES, Schneider J (2025) I sometimes feel like I can't win: An exploratory mixed-methods study of women's body image and experiences of exercising in gym settings. PLOS ONE 20(1): e0316756.",10.1371/journal.pone.0316756,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316756,Women's body image and gym exercise experiences,Never enough,"Many women reported feeling judged both for their appearance and performance in the gym resulting in feelings of never being enough."
"Cowley ES, Schneider J (2025) I sometimes feel like I can't win: An exploratory mixed-methods study of women's body image and experiences of exercising in gym settings. PLOS ONE 20(1): e0316756.",10.1371/journal.pone.0316756,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316756,Women's body image and gym exercise experiences,Often too much,"Women used words such as excessive, extra, and too to convey self-criticism, partially linked to limited gym attire options."
"Cowley ES, Schneider J (2025) I sometimes feel like I can't win: An exploratory mixed-methods study of women's body image and experiences of exercising in gym settings. PLOS ONE 20(1): e0316756.",10.1371/journal.pone.0316756,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316756,Women's body image and gym exercise experiences,Always on display,"Women's bodies being on display, often for male consumption, reflecting experiences of harassment and safety concerns."
"Cowley ES, Schneider J (2025) I sometimes feel like I can't win: An exploratory mixed-methods study of women's body image and experiences of exercising in gym settings. PLOS ONE 20(1): e0316756.",10.1371/journal.pone.0316756,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0316756,Women's body image and gym exercise experiences,Sometimes empowered,"Women experienced positive experiences of feeling empowered in the gym, particularly when they defy gender norms through skill acquisition and supportive environments."
"Morrison N, Zaman T, Webster G, Sorinola O, Blackburn C (2023) Where are you really from: a qualitative study of racial microaggressions and the impact on medical students in the UK. BMJ Open 13(5): e069009.",10.1136/bmjopen-2022-069009,https://pmc.ncbi.nlm.nih.gov/articles/PMC10163503/,Racial microaggressions experienced by UK medical students,Assumption of being foreign,"Most participants described instances of where they were assumed to have been born in a country abroad, even though the UK was their birthplace."
"Morrison N, Zaman T, Webster G, Sorinola O, Blackburn C (2023) Where are you really from: a qualitative study of racial microaggressions and the impact on medical students in the UK. BMJ Open 13(5): e069009.",10.1136/bmjopen-2022-069009,https://pmc.ncbi.nlm.nih.gov/articles/PMC10163503/,Racial microaggressions experienced by UK medical students,Feeling guarded,"Students expressed how previous experiences of microaggressions lead to feeling worried, anxious and apprehensive in new and different environments."
"Morrison N, Zaman T, Webster G, Sorinola O, Blackburn C (2023) Where are you really from: a qualitative study of racial microaggressions and the impact on medical students in the UK. BMJ Open 13(5): e069009.",10.1136/bmjopen-2022-069009,https://pmc.ncbi.nlm.nih.gov/articles/PMC10163503/,Racial microaggressions experienced by UK medical students,Additional burden,"Additional burden refers to the extra worry, stress, apprehension and pressure that participants reported experiencing."
"McCall A, Wolfberg A, Ivarsson A, Dupont G, Larocque A, Bilsborough J (2023) A qualitative study of 11 world-class team-sport athletes' experiences answering subjective questionnaires. Sports Medicine 53(5): 1085-1100.",10.1007/s40279-023-01814-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC10115681/,Elite athletes' experiences with performance monitoring questionnaires,Pursuit of Ideal Self,"Ideal self is a driver for intentional change and was a key theme of discussion by athletes, the athletes' preferred future regarding their professional sporting goals."
